"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","HUR","MEN","PC_LF","M","2003-06",7.6,
"PRT","HUR","MEN","PC_LF","M","2003-07",7.6,
"PRT","HUR","MEN","PC_LF","M","2003-08",7.6,
"PRT","HUR","MEN","PC_LF","M","2003-09",7.8,
"PRT","HUR","MEN","PC_LF","M","2003-10",7.7,
"PRT","HUR","MEN","PC_LF","M","2003-11",7.6,
"PRT","HUR","MEN","PC_LF","M","2003-12",7.4,
"PRT","HUR","MEN","PC_LF","M","2004-01",7.3,
"PRT","HUR","MEN","PC_LF","M","2004-02",7.3,
"PRT","HUR","MEN","PC_LF","M","2004-03",7.3,
"PRT","HUR","MEN","PC_LF","M","2004-04",7.5,
"PRT","HUR","MEN","PC_LF","M","2004-05",7.8,
"PRT","HUR","MEN","PC_LF","M","2004-06",8,
"PRT","HUR","MEN","PC_LF","M","2004-07",8,
"PRT","HUR","MEN","PC_LF","M","2004-08",8.1,
"PRT","HUR","MEN","PC_LF","M","2004-09",8.2,
"PRT","HUR","MEN","PC_LF","M","2004-10",8.2,
"PRT","HUR","MEN","PC_LF","M","2004-11",8.3,
"PRT","HUR","MEN","PC_LF","M","2004-12",8.3,
"PRT","HUR","MEN","PC_LF","M","2005-01",8.3,
"PRT","HUR","MEN","PC_LF","M","2005-02",8.4,
"PRT","HUR","MEN","PC_LF","M","2005-03",8.6,
"PRT","HUR","MEN","PC_LF","M","2005-04",8.8,
"PRT","HUR","MEN","PC_LF","M","2005-05",8.7,
"PRT","HUR","MEN","PC_LF","M","2005-06",8.8,
"PRT","HUR","MEN","PC_LF","M","2005-07",9,
"PRT","HUR","MEN","PC_LF","M","2005-08",8.9,
"PRT","HUR","MEN","PC_LF","M","2005-09",9,
"PRT","HUR","MEN","PC_LF","M","2005-10",9,
"PRT","HUR","MEN","PC_LF","M","2005-11",9,
"PRT","HUR","MEN","PC_LF","M","2005-12",8.6,
"PRT","HUR","MEN","PC_LF","M","2006-01",8.4,
"PRT","HUR","MEN","PC_LF","M","2006-02",8.4,
"PRT","HUR","MEN","PC_LF","M","2006-03",8.7,
"PRT","HUR","MEN","PC_LF","M","2006-04",8.5,
"PRT","HUR","MEN","PC_LF","M","2006-05",8.6,
"PRT","HUR","MEN","PC_LF","M","2006-06",8.3,
"PRT","HUR","MEN","PC_LF","M","2006-07",8.4,
"PRT","HUR","MEN","PC_LF","M","2006-08",8.4,
"PRT","HUR","MEN","PC_LF","M","2006-09",8.8,
"PRT","HUR","MEN","PC_LF","M","2006-10",9,
"PRT","HUR","MEN","PC_LF","M","2006-11",9,
"PRT","HUR","MEN","PC_LF","M","2006-12",9,
"PRT","HUR","MEN","PC_LF","M","2007-01",9.1,
"PRT","HUR","MEN","PC_LF","M","2007-02",9,
"PRT","HUR","MEN","PC_LF","M","2007-03",8.9,
"PRT","HUR","MEN","PC_LF","M","2007-04",9,
"PRT","HUR","MEN","PC_LF","M","2007-05",8.7,
"PRT","HUR","MEN","PC_LF","M","2007-06",8.6,
"PRT","HUR","MEN","PC_LF","M","2007-07",8.6,
"PRT","HUR","MEN","PC_LF","M","2007-08",8.8,
"PRT","HUR","MEN","PC_LF","M","2007-09",8.5,
"PRT","HUR","MEN","PC_LF","M","2007-10",8.3,
"PRT","HUR","MEN","PC_LF","M","2007-11",8.2,
"PRT","HUR","MEN","PC_LF","M","2007-12",8.4,
"PRT","HUR","MEN","PC_LF","M","2008-01",8.5,
"PRT","HUR","MEN","PC_LF","M","2008-02",8.3,
"PRT","HUR","MEN","PC_LF","M","2008-03",8.5,
"PRT","HUR","MEN","PC_LF","M","2008-04",8.4,
"PRT","HUR","MEN","PC_LF","M","2008-05",8.5,
"PRT","HUR","MEN","PC_LF","M","2008-06",8.6,
"PRT","HUR","MEN","PC_LF","M","2008-07",8.6,
"PRT","HUR","MEN","PC_LF","M","2008-08",8.7,
"PRT","HUR","MEN","PC_LF","M","2008-09",8.7,
"PRT","HUR","MEN","PC_LF","M","2008-10",8.7,
"PRT","HUR","MEN","PC_LF","M","2008-11",8.8,
"PRT","HUR","MEN","PC_LF","M","2008-12",9.1,
"PRT","HUR","MEN","PC_LF","M","2009-01",9.5,
"PRT","HUR","MEN","PC_LF","M","2009-02",10,
"PRT","HUR","MEN","PC_LF","M","2009-03",10.3,
"PRT","HUR","MEN","PC_LF","M","2009-04",10.5,
"PRT","HUR","MEN","PC_LF","M","2009-05",10.9,
"PRT","HUR","MEN","PC_LF","M","2009-06",11.3,
"PRT","HUR","MEN","PC_LF","M","2009-07",11.5,
"PRT","HUR","MEN","PC_LF","M","2009-08",11.5,
"PRT","HUR","MEN","PC_LF","M","2009-09",11.6,
"PRT","HUR","MEN","PC_LF","M","2009-10",11.8,
"PRT","HUR","MEN","PC_LF","M","2009-11",11.6,
"PRT","HUR","MEN","PC_LF","M","2009-12",11.7,
"PRT","HUR","MEN","PC_LF","M","2010-01",11.5,
"PRT","HUR","MEN","PC_LF","M","2010-02",11.7,
"PRT","HUR","MEN","PC_LF","M","2010-03",11.4,
"PRT","HUR","MEN","PC_LF","M","2010-04",11.7,
"PRT","HUR","MEN","PC_LF","M","2010-05",12,
"PRT","HUR","MEN","PC_LF","M","2010-06",12.1,
"PRT","HUR","MEN","PC_LF","M","2010-07",12.1,
"PRT","HUR","MEN","PC_LF","M","2010-08",12,
"PRT","HUR","MEN","PC_LF","M","2010-09",12,
"PRT","HUR","MEN","PC_LF","M","2010-10",11.7,
"PRT","HUR","MEN","PC_LF","M","2010-11",12.1,
"PRT","HUR","MEN","PC_LF","M","2010-12",12,
"PRT","HUR","MEN","PC_LF","M","2011-01",11.9,
"PRT","HUR","MEN","PC_LF","M","2011-02",12.1,"B"
"PRT","HUR","MEN","PC_LF","M","2011-03",12.4,"P"
"PRT","HUR","MEN","PC_LF","M","2011-04",12.5,"P"
"PRT","HUR","MEN","PC_LF","M","2011-05",12.8,"P"
"PRT","HUR","MEN","PC_LF","M","2011-06",12.6,"P"
"PRT","HUR","MEN","PC_LF","M","2011-07",12.9,"P"
"PRT","HUR","MEN","PC_LF","M","2011-08",13.3,"P"
"PRT","HUR","MEN","PC_LF","M","2011-09",14,"P"
"PRT","HUR","MEN","PC_LF","M","2011-10",14,"P"
"PRT","HUR","MEN","PC_LF","M","2011-11",14.5,"P"
"PRT","HUR","MEN","PC_LF","M","2011-12",14.7,"P"
"PRT","HUR","MEN","PC_LF","M","2012-01",14.7,"P"
"PRT","HUR","MEN","PC_LF","M","2012-02",15,"P"
"PRT","HUR","MEN","PC_LF","M","2012-03",15.5,"P"
"PRT","HUR","MEN","PC_LF","M","2012-04",16.1,"P"
"PRT","HUR","MEN","PC_LF","M","2012-05",16.3,"P"
"PRT","HUR","MEN","PC_LF","M","2012-06",16.7,"P"
"PRT","HUR","MEN","PC_LF","M","2012-07",17.1,"P"
"PRT","HUR","MEN","PC_LF","M","2012-08",17.9,"P"
"PRT","HUR","MEN","PC_LF","M","2012-09",17.8,"P"
"PRT","HUR","MEN","PC_LF","M","2012-10",18.1,"P"
"PRT","HUR","MEN","PC_LF","M","2012-11",17.8,"P"
"PRT","HUR","MEN","PC_LF","M","2012-12",18.1,"P"
"PRT","HUR","MEN","PC_LF","M","2013-01",18,"P"
"PRT","HUR","MEN","PC_LF","M","2013-02",18.1,"P"
"PRT","HUR","MEN","PC_LF","M","2013-03",17.7,"P"
"PRT","HUR","MEN","PC_LF","M","2013-04",17.7,"P"
"PRT","HUR","MEN","PC_LF","M","2013-05",17.8,"P"
"PRT","HUR","MEN","PC_LF","M","2013-06",18,"P"
"PRT","HUR","MEN","PC_LF","M","2013-07",17.9,"P"
"PRT","HUR","MEN","PC_LF","M","2013-08",17,"P"
"PRT","HUR","MEN","PC_LF","M","2013-09",16.3,"P"
"PRT","HUR","MEN","PC_LF","M","2013-10",16,"P"
"PRT","HUR","MEN","PC_LF","M","2013-11",15.7,"P"
"PRT","HUR","MEN","PC_LF","M","2013-12",15.5,"P"
"PRT","HUR","MEN","PC_LF","M","2014-01",15.4,"P"
"PRT","HUR","MEN","PC_LF","M","2014-02",15.3,"P"
"PRT","HUR","MEN","PC_LF","M","2014-03",15.2,"P"
"PRT","HUR","MEN","PC_LF","M","2014-04",15,"P"
"PRT","HUR","MEN","PC_LF","M","2014-05",14.6,"P"
"PRT","HUR","MEN","PC_LF","M","2014-06",14.6,"P"
"PRT","HUR","MEN","PC_LF","M","2014-07",14.2,"P"
"PRT","HUR","MEN","PC_LF","M","2014-08",13.6,"P"
"PRT","HUR","MEN","PC_LF","M","2014-09",13.5,"P"
"PRT","HUR","MEN","PC_LF","M","2014-10",13.8,"P"
"PRT","HUR","MEN","PC_LF","M","2014-11",13.7,"P"
"PRT","HUR","MEN","PC_LF","M","2014-12",13.6,"P"
"PRT","HUR","MEN","PC_LF","M","2015-01",13.8,"P"
"PRT","HUR","MEN","PC_LF","M","2015-02",13.2,"P"
"PRT","HUR","MEN","PC_LF","M","2015-03",13.2,"P"
"PRT","HUR","MEN","PC_LF","M","2015-04",12.7,"P"
"PRT","HUR","MEN","PC_LF","M","2015-05",12.9,"P"
"PRT","HUR","MEN","PC_LF","M","2015-06",12.7,"P"
"PRT","HUR","MEN","PC_LF","M","2015-07",12.9,"P"
"PRT","HUR","MEN","PC_LF","M","2015-08",12.6,"P"
"PRT","HUR","MEN","PC_LF","M","2015-09",12.9,"P"
"PRT","HUR","MEN","PC_LF","M","2015-10",12.6,"P"
"PRT","HUR","MEN","PC_LF","M","2015-11",12.5,"P"
"PRT","HUR","MEN","PC_LF","M","2015-12",12.4,"P"
"PRT","HUR","MEN","PC_LF","M","2016-01",12.4,"P"
"PRT","HUR","MEN","PC_LF","M","2016-02",12.3,"P"
"PRT","HUR","MEN","PC_LF","M","2016-03",12,"P"
"PRT","HUR","MEN","PC_LF","M","2016-04",11.8,"P"
"PRT","HUR","MEN","PC_LF","M","2016-05",11.5,"P"
"PRT","HUR","MEN","PC_LF","M","2016-06",11.5,"P"
"PRT","HUR","MEN","PC_LF","M","2016-07",11.2,"P"
"PRT","HUR","MEN","PC_LF","M","2016-08",11.4,"P"
"PRT","HUR","MEN","PC_LF","M","2016-09",11.3,"P"
"PRT","HUR","MEN","PC_LF","M","2016-10",11.1,"P"
"PRT","HUR","MEN","PC_LF","M","2016-11",10.8,"P"
"PRT","HUR","MEN","PC_LF","M","2016-12",10.2,"P"
"PRT","HUR","MEN","PC_LF","M","2017-01",10,"P"
"PRT","HUR","MEN","PC_LF","M","2017-02",9.7,"P"
"PRT","HUR","MEN","PC_LF","M","2017-03",9.6,"P"
"PRT","HUR","MEN","PC_LF","M","2017-04",9.4,"P"
"PRT","HUR","MEN","PC_LF","M","2017-05",9,"P"
"PRT","HUR","MEN","PC_LF","M","2017-06",9,"P"
"PRT","HUR","MEN","PC_LF","M","2017-07",8.8,"P"
"PRT","HUR","MEN","PC_LF","M","2017-08",8.4,"P"
"PRT","HUR","MEN","PC_LF","M","2017-09",8.2,"P"
"PRT","HUR","MEN","PC_LF","M","2017-10",8.1,"P"
"PRT","HUR","MEN","PC_LF","M","2017-11",7.9,"P"
"PRT","HUR","MEN","PC_LF","M","2017-12",7.7,"P"
"PRT","HUR","MEN","PC_LF","M","2018-01",7.7,"P"
"PRT","HUR","MEN","PC_LF","M","2018-02",7.6,"P"
"PRT","HUR","MEN","PC_LF","M","2018-03",7.4,"P"
"PRT","HUR","MEN","PC_LF","M","2018-04",7.2,"P"
"PRT","HUR","MEN","PC_LF","M","2018-05",6.9,"P"
"PRT","HUR","MEN","PC_LF","M","2018-06",6.7,"P"
"PRT","HUR","MEN","PC_LF","M","2018-07",6.7,"P"
"PRT","HUR","MEN","PC_LF","M","2018-08",6.7,"P"
"PRT","HUR","MEN","PC_LF","M","2018-09",6.3,"P"
"PRT","HUR","MEN","PC_LF","M","2018-10",6.2,"P"
"PRT","HUR","MEN","PC_LF","M","2018-11",6.2,"P"
"PRT","HUR","MEN","PC_LF","M","2018-12",6.1,"P"
"PRT","HUR","MEN","PC_LF","M","2019-01",5.9,"P"
"PRT","HUR","MEN","PC_LF","M","2019-02",5.9,"P"
"PRT","HUR","MEN","PC_LF","M","2019-03",5.8,"P"
"PRT","HUR","MEN","PC_LF","M","2019-04",6.1,"P"
"PRT","HUR","MEN","PC_LF","M","2019-05",6.3,"P"
"PRT","HUR","MEN","PC_LF","M","2019-06",6.1,"P"
"PRT","HUR","MEN","PC_LF","M","2019-07",5.9,"P"
"PRT","HUR","MEN","PC_LF","M","2019-08",5.9,"P"
"PRT","HUR","MEN","PC_LF","M","2019-09",6.1,"P"
"PRT","HUR","MEN","PC_LF","M","2019-10",6,"P"
"PRT","HUR","MEN","PC_LF","M","2019-11",6.1,"P"
"PRT","HUR","MEN","PC_LF","M","2019-12",6.4,"P"
"PRT","HUR","MEN","PC_LF","M","2020-01",6.5,"P"
"PRT","HUR","MEN","PC_LF","M","2020-02",6,"P"
"PRT","HUR","MEN","PC_LF","M","2020-03",5.6,"P"
"PRT","HUR","MEN","PC_LF","M","2020-04",5.3,"P"
"PRT","HUR","MEN","PC_LF","M","2020-05",5.9,"P"
"PRT","HUR","MEN","PC_LF","M","2020-06",7.4,"P"
"PRT","HUR","MEN","PC_LF","M","2020-07",8,"P"
"PRT","HUR","MEN","PC_LF","M","2020-08",8.1,"P"
"PRT","HUR","MEN","PC_LF","M","2020-09",7.8,"P"
"PRT","HUR","MEN","PC_LF","M","2020-10",7.3,"P"
"PRT","HUR","MEN","PC_LF","M","2020-11",7,"P"
"PRT","HUR","MEN","PC_LF","M","2020-12",6.7,"P"
"PRT","HUR","MEN","PC_LF","M","2021-01",6.8,"P"
"PRT","HUR","MEN","PC_LF","M","2021-02",6.7,"P"
"PRT","HUR","WOMEN","PC_LF","M","1983-01",12.5,
"PRT","HUR","WOMEN","PC_LF","M","1983-02",12.6,
"PRT","HUR","WOMEN","PC_LF","M","1983-03",12.8,
"PRT","HUR","WOMEN","PC_LF","M","1983-04",13.2,
"PRT","HUR","WOMEN","PC_LF","M","1983-05",13.4,
"PRT","HUR","WOMEN","PC_LF","M","1983-06",13.5,
"PRT","HUR","WOMEN","PC_LF","M","1983-07",13.7,
"PRT","HUR","WOMEN","PC_LF","M","1983-08",13.9,
"PRT","HUR","WOMEN","PC_LF","M","1983-09",14.1,
"PRT","HUR","WOMEN","PC_LF","M","1983-10",13.7,
"PRT","HUR","WOMEN","PC_LF","M","1983-11",13.5,
"PRT","HUR","WOMEN","PC_LF","M","1983-12",13.3,
"PRT","HUR","WOMEN","PC_LF","M","1984-01",13.3,
"PRT","HUR","WOMEN","PC_LF","M","1984-02",13.3,
"PRT","HUR","WOMEN","PC_LF","M","1984-03",13.4,
"PRT","HUR","WOMEN","PC_LF","M","1984-04",13.4,
"PRT","HUR","WOMEN","PC_LF","M","1984-05",13.4,
"PRT","HUR","WOMEN","PC_LF","M","1984-06",13.4,
"PRT","HUR","WOMEN","PC_LF","M","1984-07",13.2,
"PRT","HUR","WOMEN","PC_LF","M","1984-08",13.1,
"PRT","HUR","WOMEN","PC_LF","M","1984-09",13.1,
"PRT","HUR","WOMEN","PC_LF","M","1984-10",13.2,
"PRT","HUR","WOMEN","PC_LF","M","1984-11",13.2,
"PRT","HUR","WOMEN","PC_LF","M","1984-12",13.1,
"PRT","HUR","WOMEN","PC_LF","M","1985-01",12.8,
"PRT","HUR","WOMEN","PC_LF","M","1985-02",12.8,
"PRT","HUR","WOMEN","PC_LF","M","1985-03",12.9,
"PRT","HUR","WOMEN","PC_LF","M","1985-04",13.3,
"PRT","HUR","WOMEN","PC_LF","M","1985-05",13.3,
"PRT","HUR","WOMEN","PC_LF","M","1985-06",13.2,
"PRT","HUR","WOMEN","PC_LF","M","1985-07",13.3,
"PRT","HUR","WOMEN","PC_LF","M","1985-08",13.4,
"PRT","HUR","WOMEN","PC_LF","M","1985-09",13.4,
"PRT","HUR","WOMEN","PC_LF","M","1985-10",13.2,
"PRT","HUR","WOMEN","PC_LF","M","1985-11",13.3,
"PRT","HUR","WOMEN","PC_LF","M","1985-12",13.4,
"PRT","HUR","WOMEN","PC_LF","M","1986-01",13.6,
"PRT","HUR","WOMEN","PC_LF","M","1986-02",13.5,
"PRT","HUR","WOMEN","PC_LF","M","1986-03",13.3,
"PRT","HUR","WOMEN","PC_LF","M","1986-04",12.8,
"PRT","HUR","WOMEN","PC_LF","M","1986-05",12.6,
"PRT","HUR","WOMEN","PC_LF","M","1986-06",12.7,
"PRT","HUR","WOMEN","PC_LF","M","1986-07",12.3,
"PRT","HUR","WOMEN","PC_LF","M","1986-08",12,
"PRT","HUR","WOMEN","PC_LF","M","1986-09",11.6,
"PRT","HUR","WOMEN","PC_LF","M","1986-10",11.3,
"PRT","HUR","WOMEN","PC_LF","M","1986-11",11.3,
"PRT","HUR","WOMEN","PC_LF","M","1986-12",11.3,
"PRT","HUR","WOMEN","PC_LF","M","1987-01",11,
"PRT","HUR","WOMEN","PC_LF","M","1987-02",11,
"PRT","HUR","WOMEN","PC_LF","M","1987-03",10.8,
"PRT","HUR","WOMEN","PC_LF","M","1987-04",10.6,
"PRT","HUR","WOMEN","PC_LF","M","1987-05",10.6,
"PRT","HUR","WOMEN","PC_LF","M","1987-06",10.6,
"PRT","HUR","WOMEN","PC_LF","M","1987-07",10.3,
"PRT","HUR","WOMEN","PC_LF","M","1987-08",10.2,
"PRT","HUR","WOMEN","PC_LF","M","1987-09",10.1,
"PRT","HUR","WOMEN","PC_LF","M","1987-10",9.9,
"PRT","HUR","WOMEN","PC_LF","M","1987-11",9.9,
"PRT","HUR","WOMEN","PC_LF","M","1987-12",9.8,
"PRT","HUR","WOMEN","PC_LF","M","1988-01",9.2,
"PRT","HUR","WOMEN","PC_LF","M","1988-02",9.2,
"PRT","HUR","WOMEN","PC_LF","M","1988-03",9.2,
"PRT","HUR","WOMEN","PC_LF","M","1988-04",9.3,
"PRT","HUR","WOMEN","PC_LF","M","1988-05",9.2,
"PRT","HUR","WOMEN","PC_LF","M","1988-06",8.9,
"PRT","HUR","WOMEN","PC_LF","M","1988-07",8.5,
"PRT","HUR","WOMEN","PC_LF","M","1988-08",8.5,
"PRT","HUR","WOMEN","PC_LF","M","1988-09",8.5,
"PRT","HUR","WOMEN","PC_LF","M","1988-10",8.6,
"PRT","HUR","WOMEN","PC_LF","M","1988-11",8.6,
"PRT","HUR","WOMEN","PC_LF","M","1988-12",8.6,
"PRT","HUR","WOMEN","PC_LF","M","1989-01",8.3,
"PRT","HUR","WOMEN","PC_LF","M","1989-02",8.4,
"PRT","HUR","WOMEN","PC_LF","M","1989-03",8.4,
"PRT","HUR","WOMEN","PC_LF","M","1989-04",8.2,
"PRT","HUR","WOMEN","PC_LF","M","1989-05",8.2,
"PRT","HUR","WOMEN","PC_LF","M","1989-06",8.2,
"PRT","HUR","WOMEN","PC_LF","M","1989-07",8.2,
"PRT","HUR","WOMEN","PC_LF","M","1989-08",8,
"PRT","HUR","WOMEN","PC_LF","M","1989-09",7.8,
"PRT","HUR","WOMEN","PC_LF","M","1989-10",7.6,
"PRT","HUR","WOMEN","PC_LF","M","1989-11",7.6,
"PRT","HUR","WOMEN","PC_LF","M","1989-12",7.9,
"PRT","HUR","WOMEN","PC_LF","M","1990-01",8,
"PRT","HUR","WOMEN","PC_LF","M","1990-02",7.9,
"PRT","HUR","WOMEN","PC_LF","M","1990-03",7.6,
"PRT","HUR","WOMEN","PC_LF","M","1990-04",7,
"PRT","HUR","WOMEN","PC_LF","M","1990-05",7,
"PRT","HUR","WOMEN","PC_LF","M","1990-06",7.1,
"PRT","HUR","WOMEN","PC_LF","M","1990-07",7.4,
"PRT","HUR","WOMEN","PC_LF","M","1990-08",7.5,
"PRT","HUR","WOMEN","PC_LF","M","1990-09",7.7,
"PRT","HUR","WOMEN","PC_LF","M","1990-10",7.3,
"PRT","HUR","WOMEN","PC_LF","M","1990-11",7.3,
"PRT","HUR","WOMEN","PC_LF","M","1990-12",7.1,
"PRT","HUR","WOMEN","PC_LF","M","1991-01",6.9,
"PRT","HUR","WOMEN","PC_LF","M","1991-02",6.7,
"PRT","HUR","WOMEN","PC_LF","M","1991-03",6.6,
"PRT","HUR","WOMEN","PC_LF","M","1991-04",6.3,
"PRT","HUR","WOMEN","PC_LF","M","1991-05",6.4,
"PRT","HUR","WOMEN","PC_LF","M","1991-06",6.6,
"PRT","HUR","WOMEN","PC_LF","M","1991-07",6.8,
"PRT","HUR","WOMEN","PC_LF","M","1991-08",6.8,
"PRT","HUR","WOMEN","PC_LF","M","1991-09",6.8,
"PRT","HUR","WOMEN","PC_LF","M","1991-10",6.6,
"PRT","HUR","WOMEN","PC_LF","M","1991-11",6.3,
"PRT","HUR","WOMEN","PC_LF","M","1991-12",5.8,
"PRT","HUR","WOMEN","PC_LF","M","1992-01",5.5,
"PRT","HUR","WOMEN","PC_LF","M","1992-02",5.5,
"PRT","HUR","WOMEN","PC_LF","M","1992-03",5.5,
"PRT","HUR","WOMEN","PC_LF","M","1992-04",5.6,
"PRT","HUR","WOMEN","PC_LF","M","1992-05",5.6,
"PRT","HUR","WOMEN","PC_LF","M","1992-06",5.6,
"PRT","HUR","WOMEN","PC_LF","M","1992-07",5.5,
"PRT","HUR","WOMEN","PC_LF","M","1992-08",5.6,
"PRT","HUR","WOMEN","PC_LF","M","1992-09",5.7,
"PRT","HUR","WOMEN","PC_LF","M","1992-10",5.8,
"PRT","HUR","WOMEN","PC_LF","M","1992-11",5.9,
"PRT","HUR","WOMEN","PC_LF","M","1992-12",6.1,
"PRT","HUR","WOMEN","PC_LF","M","1993-01",6.2,
"PRT","HUR","WOMEN","PC_LF","M","1993-02",6.4,
"PRT","HUR","WOMEN","PC_LF","M","1993-03",6.7,
"PRT","HUR","WOMEN","PC_LF","M","1993-04",7,
"PRT","HUR","WOMEN","PC_LF","M","1993-05",7.1,
"PRT","HUR","WOMEN","PC_LF","M","1993-06",7.2,
"PRT","HUR","WOMEN","PC_LF","M","1993-07",7.3,
"PRT","HUR","WOMEN","PC_LF","M","1993-08",7.4,
"PRT","HUR","WOMEN","PC_LF","M","1993-09",7.5,
"PRT","HUR","WOMEN","PC_LF","M","1993-10",7.7,
"PRT","HUR","WOMEN","PC_LF","M","1993-11",7.8,
"PRT","HUR","WOMEN","PC_LF","M","1993-12",8,
"PRT","HUR","WOMEN","PC_LF","M","1994-01",8.3,
"PRT","HUR","WOMEN","PC_LF","M","1994-02",8.3,
"PRT","HUR","WOMEN","PC_LF","M","1994-03",8.4,
"PRT","HUR","WOMEN","PC_LF","M","1994-04",8.5,
"PRT","HUR","WOMEN","PC_LF","M","1994-05",8.6,
"PRT","HUR","WOMEN","PC_LF","M","1994-06",8.5,
"PRT","HUR","WOMEN","PC_LF","M","1994-07",8.4,
"PRT","HUR","WOMEN","PC_LF","M","1994-08",8.3,
"PRT","HUR","WOMEN","PC_LF","M","1994-09",8.4,
"PRT","HUR","WOMEN","PC_LF","M","1994-10",8.6,
"PRT","HUR","WOMEN","PC_LF","M","1994-11",8.7,
"PRT","HUR","WOMEN","PC_LF","M","1994-12",8.7,
"PRT","HUR","WOMEN","PC_LF","M","1995-01",8.9,
"PRT","HUR","WOMEN","PC_LF","M","1995-02",8.9,
"PRT","HUR","WOMEN","PC_LF","M","1995-03",8.9,
"PRT","HUR","WOMEN","PC_LF","M","1995-04",8.7,
"PRT","HUR","WOMEN","PC_LF","M","1995-05",8.6,
"PRT","HUR","WOMEN","PC_LF","M","1995-06",8.4,
"PRT","HUR","WOMEN","PC_LF","M","1995-07",8.3,
"PRT","HUR","WOMEN","PC_LF","M","1995-08",8.3,
"PRT","HUR","WOMEN","PC_LF","M","1995-09",8.5,
"PRT","HUR","WOMEN","PC_LF","M","1995-10",8.9,
"PRT","HUR","WOMEN","PC_LF","M","1995-11",9,
"PRT","HUR","WOMEN","PC_LF","M","1995-12",8.9,
"PRT","HUR","WOMEN","PC_LF","M","1996-01",8.7,
"PRT","HUR","WOMEN","PC_LF","M","1996-02",8.6,
"PRT","HUR","WOMEN","PC_LF","M","1996-03",8.8,
"PRT","HUR","WOMEN","PC_LF","M","1996-04",9.2,
"PRT","HUR","WOMEN","PC_LF","M","1996-05",9.2,
"PRT","HUR","WOMEN","PC_LF","M","1996-06",9.2,
"PRT","HUR","WOMEN","PC_LF","M","1996-07",9,
"PRT","HUR","WOMEN","PC_LF","M","1996-08",8.8,
"PRT","HUR","WOMEN","PC_LF","M","1996-09",8.7,
"PRT","HUR","WOMEN","PC_LF","M","1996-10",8.6,
"PRT","HUR","WOMEN","PC_LF","M","1996-11",8.6,
"PRT","HUR","WOMEN","PC_LF","M","1996-12",8.5,
"PRT","HUR","WOMEN","PC_LF","M","1997-01",8.6,
"PRT","HUR","WOMEN","PC_LF","M","1997-02",8.7,
"PRT","HUR","WOMEN","PC_LF","M","1997-03",8.5,
"PRT","HUR","WOMEN","PC_LF","M","1997-04",8.3,
"PRT","HUR","WOMEN","PC_LF","M","1997-05",8.2,
"PRT","HUR","WOMEN","PC_LF","M","1997-06",8.2,
"PRT","HUR","WOMEN","PC_LF","M","1997-07",8.5,
"PRT","HUR","WOMEN","PC_LF","M","1997-08",8.4,
"PRT","HUR","WOMEN","PC_LF","M","1997-09",8.2,
"PRT","HUR","WOMEN","PC_LF","M","1997-10",7.7,
"PRT","HUR","WOMEN","PC_LF","M","1997-11",7.4,
"PRT","HUR","WOMEN","PC_LF","M","1997-12",7.4,
"PRT","HUR","WOMEN","PC_LF","M","1998-01",7.5,
"PRT","HUR","WOMEN","PC_LF","M","1998-02",7,
"PRT","HUR","WOMEN","PC_LF","M","1998-03",6.7,
"PRT","HUR","WOMEN","PC_LF","M","1998-04",6.4,
"PRT","HUR","WOMEN","PC_LF","M","1998-05",6,
"PRT","HUR","WOMEN","PC_LF","M","1998-06",6.3,
"PRT","HUR","WOMEN","PC_LF","M","1998-07",6.2,
"PRT","HUR","WOMEN","PC_LF","M","1998-08",6.1,
"PRT","HUR","WOMEN","PC_LF","M","1998-09",5.9,
"PRT","HUR","WOMEN","PC_LF","M","1998-10",5.7,
"PRT","HUR","WOMEN","PC_LF","M","1998-11",5.9,
"PRT","HUR","WOMEN","PC_LF","M","1998-12",5.6,
"PRT","HUR","WOMEN","PC_LF","M","1999-01",5.4,
"PRT","HUR","WOMEN","PC_LF","M","1999-02",5.4,
"PRT","HUR","WOMEN","PC_LF","M","1999-03",5.4,
"PRT","HUR","WOMEN","PC_LF","M","1999-04",5.4,
"PRT","HUR","WOMEN","PC_LF","M","1999-05",5.4,
"PRT","HUR","WOMEN","PC_LF","M","1999-06",5.1,
"PRT","HUR","WOMEN","PC_LF","M","1999-07",5.1,
"PRT","HUR","WOMEN","PC_LF","M","1999-08",4.9,
"PRT","HUR","WOMEN","PC_LF","M","1999-09",4.9,
"PRT","HUR","WOMEN","PC_LF","M","1999-10",4.5,
"PRT","HUR","WOMEN","PC_LF","M","1999-11",4.7,
"PRT","HUR","WOMEN","PC_LF","M","1999-12",4.8,
"PRT","HUR","WOMEN","PC_LF","M","2000-01",5.1,
"PRT","HUR","WOMEN","PC_LF","M","2000-02",5,
"PRT","HUR","WOMEN","PC_LF","M","2000-03",4.9,
"PRT","HUR","WOMEN","PC_LF","M","2000-04",4.9,
"PRT","HUR","WOMEN","PC_LF","M","2000-05",5.1,
"PRT","HUR","WOMEN","PC_LF","M","2000-06",5,
"PRT","HUR","WOMEN","PC_LF","M","2000-07",5,
"PRT","HUR","WOMEN","PC_LF","M","2000-08",5.1,
"PRT","HUR","WOMEN","PC_LF","M","2000-09",5.1,
"PRT","HUR","WOMEN","PC_LF","M","2000-10",5,
